ROW_ID,ICD9_CODE,SHORT_TITLE,LONG_TITLE,CONCISE_TITLE
208,01215,TB thorax node-histo dx,"Tuberculosis of intrathoracic lymph nodes, tubercle bacilli not found by bacteriological examination, but tuberculosis confirmed histologically",Confirmed Tuberculosis of Intrathoracic Lymph Nodes
209,01216,TB thorax node-oth test,"Tuberculosis of intrathoracic lymph nodes, tubercle bacilli not found by bacteriological or histological examination, but tuberculosis confirmed by other methods [inoculation of animals]",Tuberculosis of Intrathoracic Lymph Nodes
210,01220,Isol tracheal tb-unspec,"Isolated tracheal or bronchial tuberculosis, unspecified",Tracheal or Bronchial Tuberculosis
211,01221,Isol tracheal tb-no exam,"Isolated tracheal or bronchial tuberculosis, bacteriological or histological examination not done",Tracheal or Bronchial Tuberculosis
212,01222,Isol trach tb-exam unkn,"Isolated tracheal or bronchial tuberculosis, bacteriological or histological examination unknown (at present)",Tracheal or Bronchial Tuberculosis
213,01223,Isolat trach tb-micro dx,"Isolated tracheal or bronchial tuberculosis, tubercle bacilli found (in sputum) by microscopy",Tracheal or Bronchial Tuberculosis
214,01224,Isol tracheal tb-cult dx,"Isolated tracheal or bronchial tuberculosis, tubercle bacilli not found (in sputum) by microscopy, but found by bacterial culture",Tracheal or Bronchial Tuberculosis
215,01225,Isolat trach tb-histo dx,"Isolated tracheal or bronchial tuberculosis, tubercle bacilli not found by bacteriological examination, but tuberculosis confirmed histologically",Tracheal or Bronchial Tuberculosis
216,01226,Isolat trach tb-oth test,"Isolated tracheal or bronchial tuberculosis, tubercle bacilli not found by bacteriological or histological examination, but tuberculosis confirmed by other methods [inoculation of animals]","Tuberculosis, Isolated Tracheal or Bronchial"
217,01230,TB laryngitis-unspec,"Tuberculous laryngitis, unspecified",Tuberculous Laryngitis
218,01231,TB laryngitis-no exam,"Tuberculous laryngitis, bacteriological or histological examination not done",Tuberculous Laryngitis without Examination
219,01232,TB laryngitis-exam unkn,"Tuberculous laryngitis, bacteriological or histological examination unknown (at present)",Tuberculous Laryngitis
220,01233,TB laryngitis-micro dx,"Tuberculous laryngitis, tubercle bacilli found (in sputum) by microscopy",Tuberculous Laryngitis
221,01234,TB laryngitis-cult dx,"Tuberculous laryngitis, tubercle bacilli not found (in sputum) by microscopy, but found by bacterial culture",Tuberculous Laryngitis without Sputum Positive for Tubercle Bacilli
222,01235,TB laryngitis-histo dx,"Tuberculous laryngitis, tubercle bacilli not found by bacteriological examination, but tuberculosis confirmed histologically","Laryngitis, Tuberculous"
604,01792,TB organ NEC-exam unkn,"Tuberculosis of other specified organs, bacteriological or histological examination unknown (at present)",TB of Unknown Organ
223,01236,TB laryngitis-oth test,"Tuberculous laryngitis, tubercle bacilli not found by bacteriological or histological examination, but tuberculosis confirmed by other methods [inoculation of animals]",Tuberculous Laryngitis without Bacteriological or Histological Evidence
224,01280,Resp TB NEC-unspec,"Other specified respiratory tuberculosis, unspecified","Tuberculosis, Respiratory"
225,01281,Resp TB NEC-no exam,"Other specified respiratory tuberculosis, bacteriological or histological examination not done","Tuberculosis, Respiratory"
226,01282,Resp TB NEC-exam unkn,"Other specified respiratory tuberculosis, bacteriological or histological examination unknown (at present)","Tuberculosis, Respiratory"
227,01283,Resp TB NEC-micro dx,"Other specified respiratory tuberculosis, tubercle bacilli found (in sputum) by microscopy","Tuberculosis, Respiratory"
228,01284,Resp TB NEC-cult dx,"Other specified respiratory tuberculosis, tubercle bacilli not found (in sputum) by microscopy, but found by bacterial culture","Tuberculosis, Respiratory"
229,01285,Resp TB NEC-histo dx,"Other specified respiratory tuberculosis, tubercle bacilli not found by bacteriological examination, but tuberculosis confirmed histologically","Tuberculosis, Respiratory"
230,01286,Resp TB NEC-oth test,"Other specified respiratory tuberculosis, tubercle bacilli not found by bacteriological or histological examination, but tuberculosis confirmed by other methods [inoculation of animals]","Tuberculosis, Respiratory"
231,01300,TB meningitis-unspec,"Tuberculous meningitis, unspecified",Tuberculous Meningitis
232,01301,TB meningitis-no exam,"Tuberculous meningitis, bacteriological or histological examination not done",Tuberculous Meningitis without Bacteriological or Histological Examination
233,0010,Cholera d/t vib cholerae,Cholera due to vibrio cholerae,Vibrio Cholerae Infection
234,0011,Cholera d/t vib el tor,Cholera due to vibrio cholerae el tor,El Tor Cholera
235,0019,Cholera NOS,"Cholera, unspecified",Cholera
236,0020,Typhoid fever,Typhoid fever,Typhoid Fever
237,0021,Paratyphoid fever a,Paratyphoid fever A,Typhoid Fever A
238,0022,Paratyphoid fever b,Paratyphoid fever B,Typhoid Fever B
239,0023,Paratyphoid fever c,Paratyphoid fever C,Typhoid Fever C
240,0029,Paratyphoid fever NOS,"Paratyphoid fever, unspecified",Typhoid Fever
241,0030,Salmonella enteritis,Salmonella gastroenteritis,Salmonella Gastroenteritis
242,0031,Salmonella septicemia,Salmonella septicemia,Salmonella Sepsis
243,00320,Local salmonella inf NOS,"Localized salmonella infection, unspecified",Salmonella Infection
244,00321,Salmonella meningitis,Salmonella meningitis,Salmonella Meningitis
245,00322,Salmonella pneumonia,Salmonella pneumonia,Salmonella Pneumonia
246,00323,Salmonella arthritis,Salmonella arthritis,Salmonella Joint Infection
247,00324,Salmonella osteomyelitis,Salmonella osteomyelitis,Salmonella Bone Infection
248,00329,Local salmonella inf NEC,Other localized salmonella infections,Salmonella Infection
249,0038,Salmonella infection NEC,Other specified salmonella infections,Salmonella Infection
250,0039,Salmonella infection NOS,"Salmonella infection, unspecified",Salmonella Infection
251,0040,Shigella dysenteriae,Shigella dysenteriae,Shigellosis
252,0041,Shigella flexneri,Shigella flexneri,Shigella Infection
253,0042,Shigella boydii,Shigella boydii,Shigellosis
254,0043,Shigella sonnei,Shigella sonnei,Shigellosis
255,0048,Shigella infection NEC,Other specified shigella infections,Shigella Infection
256,0049,Shigellosis NOS,"Shigellosis, unspecified",Shigellosis
257,0050,Staph food poisoning,Staphylococcal food poisoning,Food Poisoning due to Staphylococcus
258,0051,Botulism food poisoning,Botulism food poisoning,Botulism
259,0052,Food pois d/t c. perfrin,Food poisoning due to Clostridium perfringens (C. welchii),Clostridium perfringens Food Poisoning
260,0053,Food pois: clostrid NEC,Food poisoning due to other Clostridia,Clostridium Food Poisoning
261,0054,Food pois: v. parahaem,Food poisoning due to Vibrio parahaemolyticus,Vibrio parahaemolyticus Food Poisoning
262,00581,Food poisn d/t v. vulnif,Food poisoning due to Vibrio vulnificus,Vibrio vulnificus Food Poisoning
263,00589,Bact food poisoning NEC,Other bacterial food poisoning,Food Poisoning
264,0059,Food poisoning NOS,"Food poisoning, unspecified",Foodborne Illness
265,0060,Ac amebiasis w/o abscess,Acute amebic dysentery without mention of abscess,Amebic Dysentery
266,0061,Chr amebiasis w/o absces,Chronic intestinal amebiasis without mention of abscess,Intestinal Amebiasis
267,0062,Amebic nondysent colitis,Amebic nondysenteric colitis,Amebic Colitis
268,01676,TB fem gen NEC-oth test,"Tuberculosis of other female genital organs, tubercle bacilli not found by bacteriological or histological examination, but tuberculosis confirmed by other methods [inoculation of animals]",Female Genital Tuberculosis
269,01690,Gu TB NOS-unspec,"Genitourinary tuberculosis, unspecified, unspecified",Genitourinary Tuberculosis
270,01691,Gu TB NOS-no exam,"Genitourinary tuberculosis, unspecified, bacteriological or histological examination not done",Genitourinary Tuberculosis
271,01692,Gu TB NOS-exam unkn,"Genitourinary tuberculosis, unspecified, bacteriological or histological examination unknown (at present)",Tuberculosis of Genitourinary System
272,01693,Gu TB NOS-micro dx,"Genitourinary tuberculosis, unspecified, tubercle bacilli found (in sputum) by microscopy",Genitourinary Tuberculosis
273,01694,Gu TB NOS-cult dx,"Genitourinary tuberculosis, unspecified, tubercle bacilli not found (in sputum) by microscopy, but found by bacterial culture",Genitourinary Tuberculosis without Sputum Positivity
274,01695,Gu TB NOS-histo dx,"Genitourinary tuberculosis, unspecified, tubercle bacilli not found by bacteriological examination, but tuberculosis confirmed histologically",Genitourinary Tuberculosis without Bacteriological Confirmation
275,01696,Gu TB NOS-oth test,"Genitourinary tuberculosis, unspecified, tubercle bacilli not found by bacteriological or histological examination, but tuberculosis confirmed by other methods [inoculation of animals]",Tuberculosis of Genitourinary System
276,01700,TB skin/subcutan-unspec,"Tuberculosis of skin and subcutaneous cellular tissue, unspecified",Tuberculosis of Skin and Subcutaneous Tissue
277,01701,TB skin/subcut-no exam,"Tuberculosis of skin and subcutaneous cellular tissue, bacteriological or histological examination not done",Tuberculosis of Skin and Subcutaneous Tissue
278,01702,TB skin/subcut-exam unkn,"Tuberculosis of skin and subcutaneous cellular tissue, bacteriological or histological examination unknown (at present)",Tuberculosis of Skin and Subcutaneous Tissue
279,01703,TB skin/subcut-micro dx,"Tuberculosis of skin and subcutaneous cellular tissue, tubercle bacilli found (in sputum) by microscopy",Tuberculosis of Skin and Subcutaneous Tissue
280,01704,TB skin/subcut-cult dx,"Tuberculosis of skin and subcutaneous cellular tissue, tubercle bacilli not found (in sputum) by microscopy, but found by bacterial culture",Cutaneous Tuberculosis
281,01705,TB skin/subcut-histo dx,"Tuberculosis of skin and subcutaneous cellular tissue, tubercle bacilli not found by bacteriological examination, but tuberculosis confirmed histologically",Skin Tuberculosis
282,01706,TB skin/subcut-oth test,"Tuberculosis of skin and subcutaneous cellular tissue, tubercle bacilli not found by bacteriological or histological examination, but tuberculosis confirmed by other methods [inoculation of animals]",Skin Tuberculosis
283,01710,Erythema nodos tb-unspec,"Erythema nodosum with hypersensitivity reaction in tuberculosis, unspecified",Tuberculosis-Associated Erythema Nodosum
284,01711,Erythem nodos tb-no exam,"Erythema nodosum with hypersensitivity reaction in tuberculosis, bacteriological or histological examination not done",Erythema Nodosum with Hypersensitivity Reaction
285,01712,Erythem nod tb-exam unkn,"Erythema nodosum with hypersensitivity reaction in tuberculosis, bacteriological or histological examination unknown (at present)",Erythema Nodosum with Hypersensitivity Reaction
286,01713,Erythem nod tb-micro dx,"Erythema nodosum with hypersensitivity reaction in tuberculosis, tubercle bacilli found (in sputum) by microscopy",Tuberculosis with Erythema Nodosum
287,01714,Erythem nodos tb-cult dx,"Erythema nodosum with hypersensitivity reaction in tuberculosis, tubercle bacilli not found (in sputum) by microscopy, but found by bacterial culture",Erythema Nodosum with Hypersensitivity Reaction
288,01715,Erythem nod tb-histo dx,"Erythema nodosum with hypersensitivity reaction in tuberculosis, tubercle bacilli not found by bacteriological examination, but tuberculosis confirmed histologically",Tuberculosis-Associated Erythema Nodosum
1,01716,Erythem nod tb-oth test,"Erythema nodosum with hypersensitivity reaction in tuberculosis, tubercle bacilli not found by bacteriological or histological examination, but tuberculosis confirmed by other methods [inoculation of animals]",Tuberculosis with Erythema Nodosum
2,01720,TB periph lymph-unspec,"Tuberculosis of peripheral lymph nodes, unspecified",Peripheral Lymph Node Tuberculosis
3,01721,TB periph lymph-no exam,"Tuberculosis of peripheral lymph nodes, bacteriological or histological examination not done",Peripheral Lymph Node Tuberculosis
4,01722,TB periph lymph-exam unk,"Tuberculosis of peripheral lymph nodes, bacteriological or histological examination unknown (at present)",Peripheral Lymph Node Tuberculosis
5,01723,TB periph lymph-micro dx,"Tuberculosis of peripheral lymph nodes, tubercle bacilli found (in sputum) by microscopy",Tuberculosis of Peripheral Lymph Nodes
6,01724,TB periph lymph-cult dx,"Tuberculosis of peripheral lymph nodes, tubercle bacilli not found (in sputum) by microscopy, but found by bacterial culture",Tuberculosis of Peripheral Lymph Nodes
7,01725,TB periph lymph-histo dx,"Tuberculosis of peripheral lymph nodes, tubercle bacilli not found by bacteriological examination, but tuberculosis confirmed histologically",Peripheral Lymph Node Tuberculosis
8,01726,TB periph lymph-oth test,"Tuberculosis of peripheral lymph nodes, tubercle bacilli not found by bacteriological or histological examination, but tuberculosis confirmed by other methods [inoculation of animals]",Peripheral Lymph Node Tuberculosis
9,01730,TB of eye-unspec,"Tuberculosis of eye, unspecified",Tuberculosis of the Eye
10,01731,TB of eye-no exam,"Tuberculosis of eye, bacteriological or histological examination not done",Tuberculosis of the Eye
11,01732,TB of eye-exam unkn,"Tuberculosis of eye, bacteriological or histological examination unknown (at present)",Tuberculosis of the Eye
12,01733,TB of eye-micro dx,"Tuberculosis of eye, tubercle bacilli found (in sputum) by microscopy",Tuberculosis of the Eye
13,01734,TB of eye-cult dx,"Tuberculosis of eye, tubercle bacilli not found (in sputum) by microscopy, but found by bacterial culture",Tuberculosis of the Eye
14,01735,TB of eye-histo dx,"Tuberculosis of eye, tubercle bacilli not found by bacteriological examination, but tuberculosis confirmed histologically",Tuberculosis of the Eye
15,01736,TB of eye-oth test,"Tuberculosis of eye, tubercle bacilli not found by bacteriological or histological examination, but tuberculosis confirmed by other methods [inoculation of animals]",Tuberculosis of the Eye
16,01740,TB of ear-unspec,"Tuberculosis of ear, unspecified",Tuberculosis of Ear
17,01741,TB of ear-no exam,"Tuberculosis of ear, bacteriological or histological examination not done",Ear Tuberculosis
18,01742,TB of ear-exam unkn,"Tuberculosis of ear, bacteriological or histological examination unknown (at present)",Tuberculosis of Ear
19,01743,TB of ear-micro dx,"Tuberculosis of ear, tubercle bacilli found (in sputum) by microscopy",Tuberculosis of Ear
20,01744,TB of ear-cult dx,"Tuberculosis of ear, tubercle bacilli not found (in sputum) by microscopy, but found by bacterial culture",Tuberculosis of Ear
21,01745,TB of ear-histo dx,"Tuberculosis of ear, tubercle bacilli not found by bacteriological examination, but tuberculosis confirmed histologically",Tuberculosis of Ear
22,01746,TB of ear-oth test,"Tuberculosis of ear, tubercle bacilli not found by bacteriological or histological examination, but tuberculosis confirmed by other methods [inoculation of animals]",Tuberculosis of Ear
23,01750,TB of thyroid-unspec,"Tuberculosis of thyroid gland, unspecified",Thyroid Tuberculosis
24,01751,TB of thyroid-no exam,"Tuberculosis of thyroid gland, bacteriological or histological examination not done",Thyroid Tuberculosis
25,01752,TB of thyroid-exam unkn,"Tuberculosis of thyroid gland, bacteriological or histological examination unknown (at present)",Thyroid Tuberculosis
26,01753,TB of thyroid-micro dx,"Tuberculosis of thyroid gland, tubercle bacilli found (in sputum) by microscopy",Thyroid Tuberculosis
27,01754,TB of thyroid-cult dx,"Tuberculosis of thyroid gland, tubercle bacilli not found (in sputum) by microscopy, but found by bacterial culture",Tuberculosis of Thyroid Gland (Culture Positive)
28,01755,TB of thyroid-histo dx,"Tuberculosis of thyroid gland, tubercle bacilli not found by bacteriological examination, but tuberculosis confirmed histologically",Thyroid Tuberculosis
29,01756,TB of thyroid-oth test,"Tuberculosis of thyroid gland, tubercle bacilli not found by bacteriological or histological examination, but tuberculosis confirmed by other methods [inoculation of animals]",Thyroid Tuberculosis
30,01760,TB of adrenal-unspec,"Tuberculosis of adrenal glands, unspecified",Adrenal Tuberculosis
31,01761,TB of adrenal-no exam,"Tuberculosis of adrenal glands, bacteriological or histological examination not done",Adrenal Tuberculosis
32,01762,TB of adrenal-exam unkn,"Tuberculosis of adrenal glands, bacteriological or histological examination unknown (at present)",Adrenal Tuberculosis
33,01763,TB of adrenal-micro dx,"Tuberculosis of adrenal glands, tubercle bacilli found (in sputum) by microscopy",Adrenal Tuberculosis
34,01764,TB of adrenal-cult dx,"Tuberculosis of adrenal glands, tubercle bacilli not found (in sputum) by microscopy, but found by bacterial culture",Adrenal Tuberculosis
35,01765,TB of adrenal-histo dx,"Tuberculosis of adrenal glands, tubercle bacilli not found by bacteriological examination, but tuberculosis confirmed histologically",Adrenal Tuberculosis
36,01766,TB of adrenal-oth test,"Tuberculosis of adrenal glands, tubercle bacilli not found by bacteriological or histological examination, but tuberculosis confirmed by other methods [inoculation of animals]",Adrenal Tuberculosis
37,01770,TB of spleen-unspec,"Tuberculosis of spleen, unspecified",Splenic Tuberculosis
38,01771,TB of spleen-no exam,"Tuberculosis of spleen, bacteriological or histological examination not done",Splenic Tuberculosis
39,01772,TB of spleen-exam unkn,"Tuberculosis of spleen, bacteriological or histological examination unknown (at present)",Splenic Tuberculosis
40,01773,TB of spleen-micro dx,"Tuberculosis of spleen, tubercle bacilli found (in sputum) by microscopy",Splenic Tuberculosis
41,01774,TB of spleen-cult dx,"Tuberculosis of spleen, tubercle bacilli not found (in sputum) by microscopy, but found by bacterial culture",Splenic Tuberculosis
42,01775,TB of spleen-histo dx,"Tuberculosis of spleen, tubercle bacilli not found by bacteriological examination, but tuberculosis confirmed histologically",Histologically Confirmed Tuberculosis of Spleen
43,01776,TB of spleen-oth test,"Tuberculosis of spleen, tubercle bacilli not found by bacteriological or histological examination, but tuberculosis confirmed by other methods [inoculation of animals]",Splenic Tuberculosis
44,01780,TB esophagus-unspec,"Tuberculosis of esophagus, unspecified",Esophageal Tuberculosis
45,01781,TB esophagus-no exam,"Tuberculosis of esophagus, bacteriological or histological examination not done",Esophageal Tuberculosis
46,01782,TB esophagus-exam unkn,"Tuberculosis of esophagus, bacteriological or histological examination unknown (at present)",Esophageal Tuberculosis
47,01783,TB esophagus-micro dx,"Tuberculosis of esophagus, tubercle bacilli found (in sputum) by microscopy",Esophageal Tuberculosis
48,01784,TB esophagus-cult dx,"Tuberculosis of esophagus, tubercle bacilli not found (in sputum) by microscopy, but found by bacterial culture",Esophageal Tuberculosis
49,01785,TB esophagus-histo dx,"Tuberculosis of esophagus, tubercle bacilli not found by bacteriological examination, but tuberculosis confirmed histologically",Esophageal Tuberculosis
50,01786,TB esophagus-oth test,"Tuberculosis of esophagus, tubercle bacilli not found by bacteriological or histological examination, but tuberculosis confirmed by other methods [inoculation of animals]",Esophageal Tuberculosis
51,01790,TB of organ NEC-unspec,"Tuberculosis of other specified organs, unspecified",Tuberculosis of Unspecified Organ
52,01791,TB of organ NEC-no exam,"Tuberculosis of other specified organs, bacteriological or histological examination not done",Other Specified Tuberculosis
53,0063,Amebic liver abscess,Amebic liver abscess,Amebic Hepatic Abscess
54,0064,Amebic lung abscess,Amebic lung abscess,Amebic Lung Abscess
55,0065,Amebic brain abscess,Amebic brain abscess,Amebic Encephalitis
56,0066,Amebic skin ulceration,Amebic skin ulceration,Amebic Ulceration
57,0068,Amebic infection NEC,Amebic infection of other sites,Amebic Infection
58,0069,Amebiasis NOS,"Amebiasis, unspecified",Amebiasis
59,0070,Balantidiasis,Balantidiasis,Balantidium Infection
60,0071,Giardiasis,Giardiasis,Giardia Infection
61,0072,Coccidiosis,Coccidiosis,Coccidiosis
62,0073,Intest trichomoniasis,Intestinal trichomoniasis,Trichomoniasis Intestinal
63,0074,Cryptosporidiosis,Cryptosporidiosis,Cryptosporidiosis
64,0075,Cyclosporiasis,Cyclosporiasis,Cyclospora Infection
65,0078,Protozoal intest dis NEC,Other specified protozoal intestinal diseases,Protozoal Intestinal Disease
66,0079,Protozoal intest dis NOS,Unspecified protozoal intestinal disease,Protozoal Intestinal Disease
67,00800,Intest infec e coli NOS,"Intestinal infection due to E. coli, unspecified",E. coli Enteritis
68,00801,Int inf e coli entrpath,Intestinal infection due to enteropathogenic E. coli,Enteropathogenic E. coli Infection
69,00802,Int inf e coli entrtoxgn,Intestinal infection due to enterotoxigenic E. coli,Enterotoxigenic E. coli Infection
70,00803,Int inf e coli entrnvsv,Intestinal infection due to enteroinvasive E. coli,Enteroinvasive E. coli Infection
71,00804,Int inf e coli entrhmrg,Intestinal infection due to enterohemorrhagic E. coli,Enterohemorrhagic E. coli Infection
72,00809,Int inf e coli spcf NEC,Intestinal infection due to other intestinal E. coli infections,E. coli Enteritis
73,0081,Arizona enteritis,Intestinal infection due to arizona group of paracolon bacilli,Paracolon Bacilli Infection
74,0082,Aerobacter enteritis,Intestinal infection due to aerobacter aerogenes,Aerobacter Infection
75,0083,Proteus enteritis,Intestinal infection due to proteus (mirabilis) (morganii),Proteus Infection
76,00841,Staphylococc enteritis,Intestinal infection due to staphylococcus,Staphylococcal Enteritis
77,00842,Pseudomonas enteritis,Intestinal infection due to pseudomonas,Pseudomonas Enteritis
78,00843,Int infec campylobacter,Intestinal infection due to campylobacter,Campylobacter Enteritis
79,00844,Int inf yrsnia entrcltca,Intestinal infection due to yersinia enterocolitica,Yersinia Enterocolitica Infection
80,00845,Int inf clstrdium dfcile,Intestinal infection due to Clostridium difficile,Clostridium difficile Enteritis
81,00846,Intes infec oth anerobes,Intestinal infection due to other anaerobes,Anaerobe Infection
82,00847,Int inf oth grm neg bctr,Intestinal infection due to other gram-negative bacteria,Gram-Negative Bacterial Intestinal Infection
83,00849,Bacterial enteritis NEC,Intestinal infection due to other organisms,Other Organism Intestinal Infection
84,0085,Bacterial enteritis NOS,"Bacterial enteritis, unspecified",Enteritis due to Unknown Bacteria
85,00861,Intes infec rotavirus,Enteritis due to rotavirus,Rotavirus Enteritis
86,00862,Intes infec adenovirus,Enteritis due to adenovirus,Adenovirus Enteritis
87,00863,Int inf norwalk virus,Enteritis due to norwalk virus,Norwalk Virus Enteritis
88,00864,Int inf oth sml rnd vrus,Enteritis due to other small round viruses [SRV's],SRV Enteritis
89,00865,Enteritis d/t calicivirs,Enteritis due to calicivirus,Calicivirus Enteritis
90,00866,Intes infec astrovirus,Enteritis due to astrovirus,Astrovirus Enteritis
91,00867,Int inf enterovirus NEC,Enteritis due to enterovirus nec,Enterovirus Necrotizing Enteritis
92,00869,Other viral intes infec,Enteritis due to other viral enteritis,Viral Enteritis
93,0088,Viral enteritis NOS,"Intestinal infection due to other organism, not elsewhere classified",Other Organism Intestinal Infection
94,0090,Infectious enteritis NOS,"Infectious colitis, enteritis, and gastroenteritis",Gastrointestinal Infection
95,0091,Enteritis of infect orig,"Colitis, enteritis, and gastroenteritis of presumed infectious origin",Infectious Colitis and Gastroenteritis
96,0092,Infectious diarrhea NOS,Infectious diarrhea,Diarrhea due to Infection
97,0093,Diarrhea of infect orig,Diarrhea of presumed infectious origin,Infectious Diarrhea
98,01000,Prim TB complex-unspec,"Primary tuberculous infection, unspecified",Tuberculosis Infection
99,01001,Prim TB complex-no exam,"Primary tuberculous infection, bacteriological or histological examination not done",Tuberculosis Infection
100,01002,Prim TB complex-exm unkn,"Primary tuberculous infection, bacteriological or histological examination unknown (at present)",Tuberculosis Infection
101,01003,Prim TB complex-micro dx,"Primary tuberculous infection, tubercle bacilli found (in sputum) by microscopy",Tuberculosis
102,01004,Prim TB complex-cult dx,"Primary tuberculous infection, tubercle bacilli not found (in sputum) by microscopy, but found by bacterial culture",Tuberculosis
